namespace,table_name,g1,g2,g3
oneinch_bnb,AggregationRouterV4_call_fillOrderRFQ,defi,dex_aggregator,rfq_order_filled
oneinch_bnb,AggregationRouterV4_call_fillOrderRFQTo,defi,dex_aggregator,rfq_order_filled
oneinch_bnb,AggregationRouterV4_call_fillOrderRFQToWithPermit,defi,dex_aggregator,rfq_order_filled
oneinch_bnb,AggregationRouterV4_call_swap,defi,dex_aggregator,generic_swap_executed
oneinch_bnb,AggregationRouterV4_call_uniswapV3Swap,defi,dex_aggregator,uniswap_v3_swap_executed
oneinch_bnb,AggregationRouterV4_call_uniswapV3SwapTo,defi,dex_aggregator,uniswap_v3_swap_executed
oneinch_bnb,AggregationRouterV4_call_uniswapV3SwapToWithPermit,defi,dex_aggregator,uniswap_v3_swap_executed
oneinch_bnb,AggregationRouterV4_call_unoswap,defi,dex_aggregator,unoswap_executed
oneinch_bnb,AggregationRouterV4_call_unoswapWithPermit,defi,dex_aggregator,unoswap_executed
oneinch_bnb,AggregationRouterV5_call_clipperSwap,defi,dex_aggregator,clipper_swap_executed
oneinch_bnb,AggregationRouterV5_call_clipperSwapTo,defi,dex_aggregator,clipper_swap_executed
oneinch_bnb,AggregationRouterV5_call_clipperSwapToWithPermit,defi,dex_aggregator,clipper_swap_executed
oneinch_bnb,AggregationRouterV5_call_fillOrder,defi,dex_aggregator,order_filled
oneinch_bnb,AggregationRouterV5_call_fillOrderRFQ,defi,dex_aggregator,rfq_order_filled
oneinch_bnb,AggregationRouterV5_call_fillOrderRFQCompact,defi,dex_aggregator,rfq_order_filled
oneinch_bnb,AggregationRouterV5_call_fillOrderRFQTo,defi,dex_aggregator,rfq_order_filled
oneinch_bnb,AggregationRouterV5_call_fillOrderRFQToWithPermit,defi,dex_aggregator,rfq_order_filled
oneinch_bnb,AggregationRouterV5_call_fillOrderTo,defi,dex_aggregator,order_filled
oneinch_bnb,AggregationRouterV5_call_fillOrderToWithPermit,defi,dex_aggregator,order_filled
oneinch_bnb,AggregationRouterV5_call_swap,defi,dex_aggregator,asset_swapped
oneinch_bnb,AggregationRouterV5_call_uniswapV3Swap,defi,dex_aggregator,uniswap_v3_swap_executed
oneinch_bnb,AggregationRouterV5_call_uniswapV3SwapTo,defi,dex_aggregator,uniswap_v3_swap_executed
oneinch_bnb,AggregationRouterV5_call_uniswapV3SwapToWithPermit,defi,dex_aggregator,uniswap_v3_swap_executed
oneinch_bnb,AggregationRouterV5_call_unoswap,defi,dex_aggregator,unoswap_executed
oneinch_bnb,AggregationRouterV5_call_unoswapTo,defi,dex_aggregator,unoswap_executed
oneinch_bnb,AggregationRouterV5_call_unoswapToWithPermit,defi,dex_aggregator,unoswap_executed
oneinch_bnb,AggregationRouterV6_call_clipperSwap,defi,dex_aggregator,clipper_swap_executed
oneinch_bnb,AggregationRouterV6_call_clipperSwapTo,defi,dex_aggregator,clipper_swap_executed
oneinch_bnb,AggregationRouterV6_call_ethUnoswap,defi,dex_aggregator,eth_unoswap_executed
oneinch_bnb,AggregationRouterV6_call_ethUnoswap2,defi,dex_aggregator,eth_unoswap_executed
oneinch_bnb,AggregationRouterV6_call_ethUnoswap3,defi,dex_aggregator,eth_unoswap_executed
oneinch_bnb,AggregationRouterV6_call_ethUnoswapTo,defi,dex_aggregator,eth_unoswap_executed
oneinch_bnb,AggregationRouterV6_call_ethUnoswapTo2,defi,dex_aggregator,eth_unoswap_executed
oneinch_bnb,AggregationRouterV6_call_ethUnoswapTo3,defi,dex_aggregator,eth_unoswap_executed
oneinch_bnb,AggregationRouterV6_call_fillContractOrder,defi,dex_aggregator,contract_order_filled
oneinch_bnb,AggregationRouterV6_call_fillContractOrderArgs,defi,dex_aggregator,contract_order_filled
oneinch_bnb,AggregationRouterV6_call_fillOrder,defi,dex_aggregator,order_filled
oneinch_bnb,AggregationRouterV6_call_fillOrderArgs,defi,dex_aggregator,order_filled
oneinch_bnb,AggregationRouterV6_call_permitAndCall,defi,dex_aggregator,permit_and_call_executed
oneinch_bnb,AggregationRouterV6_call_swap,defi,dex_aggregator,asset_swapped
oneinch_bnb,AggregationRouterV6_call_unoswap,defi,dex_aggregator,unoswap_executed
oneinch_bnb,AggregationRouterV6_call_unoswap2,defi,dex_aggregator,unoswap_executed
oneinch_bnb,AggregationRouterV6_call_unoswap3,defi,dex_aggregator,unoswap_executed
oneinch_bnb,AggregationRouterV6_call_unoswapTo,defi,dex_aggregator,unoswap_executed
oneinch_bnb,AggregationRouterV6_call_unoswapTo2,defi,dex_aggregator,unoswap_executed
oneinch_bnb,AggregationRouterV6_call_unoswapTo3,defi,dex_aggregator,unoswap_executed
oneinch_bnb,EscrowDstV1_call_cancel,defi,escrow_systems,escrow_canceled
oneinch_bnb,EscrowDstV1_call_publicWithdraw,defi,escrow_systems,escrow_withdrawn
oneinch_bnb,EscrowDstV1_call_rescueFunds,defi,escrow_systems,funds_rescued
oneinch_bnb,EscrowDstV1_call_withdraw,defi,escrow_systems,escrow_withdrawn
oneinch_bnb,EscrowFactoryV1_call_addressOfEscrowSrc,defi,escrow_systems,escrow_address_queried
oneinch_bnb,EscrowFactoryV1_call_createDstEscrow,defi,escrow_systems,escrow_created
oneinch_bnb,EscrowFactoryV1_evt_SrcEscrowCreated,defi,escrow_systems,escrow_created
oneinch_bnb,EscrowSrcV1_call_cancel,defi,escrow_systems,escrow_canceled
oneinch_bnb,EscrowSrcV1_call_publicCancel,defi,escrow_systems,escrow_canceled
oneinch_bnb,EscrowSrcV1_call_publicWithdraw,defi,escrow_systems,escrow_withdrawn
oneinch_bnb,EscrowSrcV1_call_rescueFunds,defi,escrow_systems,funds_rescued
oneinch_bnb,EscrowSrcV1_call_withdraw,defi,escrow_systems,escrow_withdrawn
oneinch_bnb,EscrowSrcV1_call_withdrawTo,defi,escrow_systems,escrow_withdrawn
oneinch_bnb,LimitOrderProtocolV1_call_fillOrder,defi,dex_orderbook,order_filled
oneinch_bnb,LimitOrderProtocolV1_call_fillOrderRFQ,defi,dex_orderbook,rfq_order_filled
oneinch_bnb,LimitOrderProtocolV2_call_fillOrder,defi,dex_orderbook,order_filled
oneinch_bnb,LimitOrderProtocolV2_call_fillOrderRFQ,defi,dex_orderbook,rfq_order_filled
oneinch_bnb,LimitOrderProtocolV2_call_fillOrderRFQTo,defi,dex_orderbook,rfq_order_filled
oneinch_bnb,LimitOrderProtocolV2_call_fillOrderRFQToWithPermit,defi,dex_orderbook,rfq_order_filled
oneinch_bnb,LimitOrderProtocolV2_call_fillOrderTo,defi,dex_orderbook,order_filled
oneinch_bnb,LimitOrderProtocolV2_call_fillOrderToWithPermit,defi,dex_orderbook,order_filled
oneinch_bnb,ar,defi,dex_aggregator,aggregate_executed
oneinch_bnb,lo,defi,dex_aggregator,limit_order_executed
oneinch_ethereum,AccessTokenCrossChainV1_evt_transfer,defi,token_contracts,token_transferred
oneinch_ethereum,AccessTokenFusionV1_evt_transfer,defi,token_contracts,token_transferred
oneinch_ethereum,AccessTokenLimitsV1_evt_transfer,defi,token_contracts,token_transferred
oneinch_ethereum,AggregationRouterV1_call_swap,defi,dex_aggregator,asset_swapped
oneinch_ethereum,AggregationRouterV2_call_discountedSwap,defi,dex_aggregator,discount_swap_executed
oneinch_ethereum,AggregationRouterV2_call_swap,defi,dex_aggregator,asset_swapped
oneinch_ethereum,AggregationRouterV2_evt_Swapped,defi,dex_aggregator,asset_swapped
oneinch_ethereum,AggregationRouterV3_call_discountedSwap,defi,dex_aggregator,discount_swap_executed
oneinch_ethereum,AggregationRouterV3_call_swap,defi,dex_aggregator,asset_swapped
oneinch_ethereum,AggregationRouterV3_call_unoswap,defi,dex_aggregator,unoswap_executed
oneinch_ethereum,AggregationRouterV3_call_unoswapWithPermit,defi,dex_aggregator,unoswap_executed
oneinch_ethereum,AggregationRouterV3_evt_Swapped,defi,dex_aggregator,asset_swapped
oneinch_ethereum,AggregationRouterV4_call_clipperSwap,defi,dex_aggregator,clipper_swap_executed
oneinch_ethereum,AggregationRouterV4_call_clipperSwapTo,defi,dex_aggregator,clipper_swap_executed
oneinch_ethereum,AggregationRouterV4_call_clipperSwapToWithPermit,defi,dex_aggregator,clipper_swap_executed
oneinch_ethereum,AggregationRouterV4_call_discountedSwap,defi,dex_aggregator,discount_swap_executed
oneinch_ethereum,AggregationRouterV4_call_fillOrderRFQ,defi,dex_aggregator,rfq_order_filled
oneinch_ethereum,AggregationRouterV4_call_fillOrderRFQTo,defi,dex_aggregator,rfq_order_filled
oneinch_ethereum,AggregationRouterV4_call_fillOrderRFQToWithPermit,defi,dex_aggregator,rfq_order_filled
oneinch_ethereum,AggregationRouterV4_call_swap,defi,dex_aggregator,asset_swapped
oneinch_ethereum,AggregationRouterV4_call_uniswapV3Swap,defi,dex_aggregator,uniswap_v3_swap_executed
oneinch_ethereum,AggregationRouterV4_call_uniswapV3SwapTo,defi,dex_aggregator,uniswap_v3_swap_executed
oneinch_ethereum,AggregationRouterV4_call_uniswapV3SwapToWithPermit,defi,dex_aggregator,uniswap_v3_swap_executed
oneinch_ethereum,AggregationRouterV4_call_unoswap,defi,dex_aggregator,unoswap_executed
oneinch_ethereum,AggregationRouterV4_call_unoswapWithPermit,defi,dex_aggregator,unoswap_executed
oneinch_ethereum,AggregationRouterV5_call_clipperSwap,defi,dex_aggregator,clipper_swap_executed
oneinch_ethereum,AggregationRouterV5_call_clipperSwapTo,defi,dex_aggregator,clipper_swap_to_executed
oneinch_ethereum,AggregationRouterV5_call_clipperSwapToWithPermit,defi,dex_aggregator,clipper_swap_to_with_permit_executed
oneinch_ethereum,AggregationRouterV5_call_fillOrder,defi,dex_aggregator,order_filled
oneinch_ethereum,AggregationRouterV5_call_fillOrderRFQ,defi,dex_aggregator,rfq_order_filled
oneinch_ethereum,AggregationRouterV5_call_fillOrderRFQCompact,defi,dex_aggregator,rfq_order_compact_filled
oneinch_ethereum,AggregationRouterV5_call_fillOrderRFQTo,defi,dex_aggregator,rfq_order_to_filled
oneinch_ethereum,AggregationRouterV5_call_fillOrderRFQToWithPermit,defi,dex_aggregator,rfq_order_to_with_permit_filled
oneinch_ethereum,AggregationRouterV5_call_fillOrderTo,defi,dex_aggregator,order_to_filled
oneinch_ethereum,AggregationRouterV5_call_fillOrderToWithPermit,defi,dex_aggregator,order_to_with_permit_filled
oneinch_ethereum,AggregationRouterV5_call_swap,defi,dex_aggregator,asset_swapped
oneinch_ethereum,AggregationRouterV5_call_uniswapV3Swap,defi,dex_aggregator,uniswap_v3_swap_executed
oneinch_ethereum,AggregationRouterV5_call_uniswapV3SwapTo,defi,dex_aggregator,uniswap_v3_swap_to_executed
oneinch_ethereum,AggregationRouterV5_call_uniswapV3SwapToWithPermit,defi,dex_aggregator,uniswap_v3_swap_to_with_permit_executed
oneinch_ethereum,AggregationRouterV5_call_unoswap,defi,dex_aggregator,unoswap_executed
oneinch_ethereum,AggregationRouterV5_call_unoswapTo,defi,dex_aggregator,unoswap_to_executed
oneinch_ethereum,AggregationRouterV5_call_unoswapToWithPermit,defi,dex_aggregator,unoswap_to_with_permit_executed
oneinch_ethereum,AggregationRouterV6_call_clipperSwap,defi,dex_aggregator,clipper_swap_executed
oneinch_ethereum,AggregationRouterV6_call_clipperSwapTo,defi,dex_aggregator,clipper_swap_to_executed
oneinch_ethereum,AggregationRouterV6_call_ethUnoswap,defi,dex_aggregator,eth_unoswap_executed
oneinch_ethereum,AggregationRouterV6_call_ethUnoswap2,defi,dex_aggregator,eth_unoswap2_executed
oneinch_ethereum,AggregationRouterV6_call_ethUnoswap3,defi,dex_aggregator,eth_unoswap3_executed
oneinch_ethereum,AggregationRouterV6_call_ethUnoswapTo,defi,dex_aggregator,eth_unoswap_to_executed
oneinch_ethereum,AggregationRouterV6_call_ethUnoswapTo2,defi,dex_aggregator,eth_unoswap_to2_executed
oneinch_ethereum,AggregationRouterV6_call_ethUnoswapTo3,defi,dex_aggregator,unoswap_to_executed
oneinch_ethereum,AggregationRouterV6_call_fillContractOrder,defi,dex_aggregator,contract_order_filled
oneinch_ethereum,AggregationRouterV6_call_fillContractOrderArgs,defi,dex_aggregator,contract_order_filled
oneinch_ethereum,AggregationRouterV6_call_fillOrder,defi,dex_aggregator,order_filled
oneinch_ethereum,AggregationRouterV6_call_fillOrderArgs,defi,dex_aggregator,order_filled
oneinch_ethereum,AggregationRouterV6_call_permitAndCall,defi,dex_aggregator,permit_and_call_executed
oneinch_ethereum,AggregationRouterV6_call_swap,defi,dex_aggregator,generic_swap_executed
oneinch_ethereum,AggregationRouterV6_call_unoswap,defi,dex_aggregator,unoswap_executed
oneinch_ethereum,AggregationRouterV6_call_unoswap2,defi,dex_aggregator,unoswap_executed
oneinch_ethereum,AggregationRouterV6_call_unoswap3,defi,dex_aggregator,unoswap_executed
oneinch_ethereum,AggregationRouterV6_call_unoswapTo,defi,dex_aggregator,unoswap_to_executed
oneinch_ethereum,AggregationRouterV6_call_unoswapTo2,defi,dex_aggregator,unoswap_to_executed
oneinch_ethereum,AggregationRouterV6_call_unoswapTo3,defi,dex_aggregator,unoswap_to_executed
oneinch_ethereum,CrosschainWhitelistRegistryV1_evt_Promotion,bridge,bridge_protocols,promotion_logged
oneinch_ethereum,EscrowDstV1_call_cancel,infra,escrow_systems,escrow_canceled
oneinch_ethereum,EscrowDstV1_call_publicWithdraw,infra,escrow_systems,escrow_withdrawn
oneinch_ethereum,EscrowDstV1_call_rescueFunds,infra,escrow_systems,funds_rescued
oneinch_ethereum,EscrowDstV1_call_withdraw,infra,escrow_systems,escrow_withdrawn
oneinch_ethereum,EscrowFactoryV1_call_addressOfEscrowSrc,infra,escrow_systems,escrow_address_queried
oneinch_ethereum,EscrowFactoryV1_call_createDstEscrow,infra,escrow_systems,escrow_created
oneinch_ethereum,EscrowFactoryV1_evt_SrcEscrowCreated,infra,escrow_systems,escrow_created
oneinch_ethereum,EscrowSrcV1_call_cancel,infra,escrow_systems,escrow_canceled
oneinch_ethereum,EscrowSrcV1_call_publicCancel,infra,escrow_systems,escrow_canceled
oneinch_ethereum,EscrowSrcV1_call_publicWithdraw,infra,escrow_systems,escrow_withdrawn
oneinch_ethereum,EscrowSrcV1_call_rescueFunds,infra,escrow_systems,funds_rescued
oneinch_ethereum,EscrowSrcV1_call_withdraw,defi,escrow_systems,escrow_withdrawn
oneinch_ethereum,EscrowSrcV1_call_withdrawTo,defi,escrow_systems,escrow_withdrawn
oneinch_ethereum,ExchangeV1_call_aggregate,defi,dex_aggregator,aggregate_executed
oneinch_ethereum,ExchangeV2_call_aggregate,defi,dex_aggregator,aggregate_executed
oneinch_ethereum,ExchangeV3_call_aggregate,defi,dex_aggregator,aggregate_executed
oneinch_ethereum,ExchangeV4_call_aggregate,defi,dex_aggregator,aggregate_executed
oneinch_ethereum,ExchangeV5_call_aggregate,defi,dex_aggregator,aggregate_executed
oneinch_ethereum,ExchangeV6_call_aggregate,defi,dex_aggregator,aggregate_executed
oneinch_ethereum,ExchangeV7_call_swap,defi,dex_aggregator,asset_swapped
oneinch_ethereum,FusionWhitelistRegistryV1_evt_Promotion,defi,solver_auction_systems,promotion_logged
oneinch_ethereum,FusionWhitelistRegistryV1_evt_Registered,defi,solver_auction_systems,solver_registered
oneinch_ethereum,FusionWhitelistRegistryV1_evt_Unregistered,defi,solver_auction_systems,solver_removed
oneinch_ethereum,FusionWhitelistRegistryV2_evt_Promotion,defi,solver_auction_systems,promotion_logged
oneinch_ethereum,FusionWhitelistRegistryV2_evt_Registered,defi,solver_auction_systems,solver_registered
oneinch_ethereum,FusionWhitelistRegistryV2_evt_Unregistered,defi,solver_auction_systems,solver_removed
oneinch_ethereum,LimitOrderProtocolV1_call_fillOrder,defi,dex_orderbook,order_filled
oneinch_ethereum,LimitOrderProtocolV1_call_fillOrderRFQ,defi,dex_orderbook,rfq_order_filled
oneinch_ethereum,LimitOrderProtocolV2_call_fillOrder,defi,dex_orderbook,order_filled
oneinch_ethereum,LimitOrderProtocolV2_call_fillOrderRFQ,defi,dex_orderbook,rfq_order_filled
oneinch_ethereum,LimitOrderProtocolV2_call_fillOrderRFQTo,defi,dex_orderbook,rfq_order_filled
oneinch_ethereum,LimitOrderProtocolV2_call_fillOrderRFQToWithPermit,defi,dex_orderbook,rfq_order_filled
oneinch_ethereum,LimitOrderProtocolV2_call_fillOrderTo,defi,dex_orderbook,order_filled
oneinch_ethereum,LimitOrderProtocolV2_call_fillOrderToWithPermit,defi,dex_orderbook,order_filled
oneinch_ethereum,MerkleDistributor_evt_Claimed,defi,reward_systems,airdrop_claimed
oneinch_ethereum,ar,defi,blockchain_data,trace_recorded
oneinch_ethereum,lo,defi,dex_aggregator,limit_order_executed
oneinch_evms,ptfc,defi,dex_aggregator,order_filled
oneinch_fantom,AccessTokenCrossChainV1_evt_transfer,bridge,bridge_protocols,token_transferred
oneinch_fantom,AccessTokenFusionV1_evt_transfer,defi,dex_aggregator,token_transferred
oneinch_fantom,AggregationRouterV4_call_clipperSwap,defi,dex_aggregator,clipper_swap_executed
oneinch_fantom,AggregationRouterV4_call_clipperSwapTo,defi,dex_aggregator,clipper_swap_to_executed
oneinch_fantom,AggregationRouterV4_call_clipperSwapToWithPermit,defi,dex_aggregator,clipper_swap_to_with_permit_executed
oneinch_fantom,AggregationRouterV4_call_fillOrderRFQ,defi,dex_aggregator,rfq_order_filled
oneinch_fantom,AggregationRouterV4_call_fillOrderRFQTo,defi,dex_aggregator,rfq_order_to_filled
oneinch_fantom,AggregationRouterV4_call_fillOrderRFQToWithPermit,defi,dex_aggregator,rfq_order_to_with_permit_filled
oneinch_fantom,AggregationRouterV4_call_swap,defi,dex_aggregator,asset_swapped
oneinch_fantom,AggregationRouterV4_call_uniswapV3Swap,defi,dex_aggregator,uniswap_v3_swap_executed
oneinch_fantom,AggregationRouterV4_call_uniswapV3SwapTo,defi,dex_aggregator,uniswap_v3_swap_to_executed
oneinch_fantom,AggregationRouterV4_call_uniswapV3SwapToWithPermit,defi,dex_aggregator,uniswap_v3_swap_to_with_permit_executed
oneinch_fantom,AggregationRouterV4_call_unoswap,defi,dex_aggregator,unoswap_executed
oneinch_fantom,AggregationRouterV4_call_unoswapWithPermit,defi,dex_aggregator,unoswap_to_with_permit_executed
oneinch_fantom,AggregationRouterV5_call_clipperSwap,defi,dex_aggregator,clipper_swap_executed
oneinch_fantom,AggregationRouterV5_call_clipperSwapTo,defi,dex_aggregator,clipper_swap_to_executed
oneinch_fantom,AggregationRouterV5_call_clipperSwapToWithPermit,defi,dex_aggregator,clipper_swap_to_with_permit_executed
oneinch_fantom,AggregationRouterV5_call_fillOrder,defi,dex_aggregator,order_filled
oneinch_fantom,AggregationRouterV5_call_fillOrderRFQ,defi,dex_aggregator,rfq_order_filled
oneinch_fantom,AggregationRouterV5_call_fillOrderRFQCompact,defi,dex_aggregator,rfq_order_compact_filled
oneinch_fantom,AggregationRouterV5_call_fillOrderRFQTo,defi,dex_aggregator,rfq_order_to_filled
oneinch_fantom,AggregationRouterV5_call_fillOrderRFQToWithPermit,defi,dex_aggregator,rfq_order_to_with_permit_filled
oneinch_fantom,AggregationRouterV5_call_fillOrderTo,defi,dex_aggregator,order_to_filled
oneinch_fantom,AggregationRouterV5_call_fillOrderToWithPermit,defi,dex_aggregator,order_filled_with_permit
oneinch_fantom,AggregationRouterV5_call_swap,defi,dex_aggregator,asset_swapped
oneinch_fantom,AggregationRouterV5_call_uniswapV3Swap,defi,dex_aggregator,uniswap_v3_swap_executed
oneinch_fantom,AggregationRouterV5_call_uniswapV3SwapTo,defi,dex_aggregator,uniswap_v3_swap_to_executed
oneinch_fantom,AggregationRouterV5_call_uniswapV3SwapToWithPermit,defi,dex_aggregator,uniswap_v3_swap_to_with_permit_executed
oneinch_fantom,AggregationRouterV5_call_unoswap,defi,dex_aggregator,unoswap_executed
oneinch_fantom,AggregationRouterV5_call_unoswapTo,defi,dex_aggregator,unoswap_to_executed
oneinch_fantom,AggregationRouterV5_call_unoswapToWithPermit,defi,dex_aggregator,unoswap_to_with_permit_executed
oneinch_fantom,AggregationRouterV6_call_clipperSwap,defi,dex_aggregator,clipper_swap_executed
oneinch_fantom,AggregationRouterV6_call_clipperSwapTo,defi,dex_aggregator,clipper_swap_to_executed
oneinch_fantom,AggregationRouterV6_call_ethUnoswap,defi,dex_aggregator,eth_unoswap_executed
oneinch_fantom,AggregationRouterV6_call_ethUnoswap2,defi,dex_aggregator,eth_unoswap2_executed
oneinch_fantom,AggregationRouterV6_call_ethUnoswap3,defi,dex_aggregator,eth_unoswap3_executed
oneinch_fantom,AggregationRouterV6_call_ethUnoswapTo,defi,dex_aggregator,eth_unoswap_to_executed
oneinch_fantom,AggregationRouterV6_call_ethUnoswapTo2,defi,dex_aggregator,eth_unoswap_to2_executed
oneinch_fantom,AggregationRouterV6_call_ethUnoswapTo3,defi,dex_aggregator,eth_unoswap_to3_executed
oneinch_fantom,AggregationRouterV6_call_fillContractOrder,defi,dex_aggregator,contract_order_filled
oneinch_fantom,AggregationRouterV6_call_fillContractOrderArgs,defi,dex_aggregator,contract_order_args_filled
oneinch_fantom,AggregationRouterV6_call_fillOrder,defi,dex_aggregator,order_filled
oneinch_fantom,AggregationRouterV6_call_fillOrderArgs,defi,dex_aggregator,order_args_filled
oneinch_fantom,AggregationRouterV6_call_permitAndCall,defi,dex_aggregator,permit_and_call_executed
oneinch_fantom,AggregationRouterV6_call_swap,defi,dex_aggregator,asset_swapped
oneinch_fantom,AggregationRouterV6_call_unoswap,defi,dex_aggregator,unoswap_executed
oneinch_fantom,AggregationRouterV6_call_unoswap2,defi,dex_aggregator,unoswap2_executed
oneinch_fantom,AggregationRouterV6_call_unoswap3,defi,dex_aggregator,unoswap3_executed
oneinch_fantom,AggregationRouterV6_call_unoswapTo,defi,dex_aggregator,unoswap_to_executed
oneinch_fantom,AggregationRouterV6_call_unoswapTo2,defi,dex_aggregator,unoswap_to2_executed
oneinch_fantom,AggregationRouterV6_call_unoswapTo3,defi,dex_aggregator,unoswap_to3_executed
oneinch_fantom,LimitOrderProtocolV2_call_fillOrder,defi,dex_orderbook,order_filled
oneinch_fantom,LimitOrderProtocolV2_call_fillOrderRFQ,defi,dex_orderbook,rfq_order_filled
oneinch_fantom,LimitOrderProtocolV2_call_fillOrderRFQTo,defi,dex_orderbook,rfq_order_to_filled
oneinch_fantom,LimitOrderProtocolV2_call_fillOrderRFQToWithPermit,defi,dex_orderbook,rfq_order_to_with_permit_filled
oneinch_fantom,LimitOrderProtocolV2_call_fillOrderTo,defi,dex_orderbook,order_to_filled
oneinch_fantom,LimitOrderProtocolV2_call_fillOrderToWithPermit,defi,dex_orderbook,order_to_with_permit_filled
oneinch_fantom,ar,defi,dex_aggregator,aggregate_executed
oneinch_fantom,lo,defi,dex_orderbook,order_filled
oneinch_gnosis,AccessTokenCrossChainV1_evt_transfer,defi,bridge_protocols,token_transferred
oneinch_gnosis,AccessTokenFusionV1_evt_transfer,defi,dex_aggregator,token_transferred
oneinch_gnosis,AccessTokenLimitsV1_evt_transfer,defi,dex_orderbook,token_transferred
oneinch_gnosis,AggregationRouterV4_call_clipperSwap,defi,dex_aggregator,clipper_swap_executed
oneinch_gnosis,AggregationRouterV4_call_clipperSwapTo,defi,dex_aggregator,clipper_swap_to_executed
oneinch_gnosis,AggregationRouterV4_call_clipperSwapToWithPermit,defi,dex_aggregator,clipper_swap_to_with_permit_executed
oneinch_gnosis,AggregationRouterV4_call_fillOrderRFQ,defi,dex_aggregator,rfq_order_filled
oneinch_gnosis,AggregationRouterV4_call_fillOrderRFQTo,defi,dex_aggregator,rfq_order_to_filled
oneinch_gnosis,AggregationRouterV4_call_fillOrderRFQToWithPermit,defi,dex_aggregator,rfq_order_to_with_permit_filled
oneinch_gnosis,AggregationRouterV4_call_swap,defi,dex_aggregator,asset_swapped
oneinch_gnosis,AggregationRouterV4_call_uniswapV3Swap,defi,dex_aggregator,uniswap_v3_swap_executed
oneinch_gnosis,AggregationRouterV4_call_uniswapV3SwapTo,defi,dex_aggregator,uniswap_v3_swap_to_executed
oneinch_gnosis,AggregationRouterV4_call_uniswapV3SwapToWithPermit,defi,dex_aggregator,uniswap_v3_swap_to_with_permit_executed
oneinch_gnosis,AggregationRouterV4_call_unoswap,defi,dex_aggregator,unoswap_executed
oneinch_gnosis,AggregationRouterV4_call_unoswapWithPermit,defi,dex_aggregator,unoswap_to_with_permit_executed
oneinch_gnosis,AggregationRouterV5_call_clipperSwap,defi,dex_aggregator,clipper_swap_executed
oneinch_gnosis,AggregationRouterV5_call_clipperSwapTo,defi,dex_aggregator,clipper_swap_to_executed
oneinch_gnosis,AggregationRouterV5_call_clipperSwapToWithPermit,defi,dex_aggregator,clipper_swap_to_with_permit_executed
oneinch_gnosis,AggregationRouterV5_call_fillOrder,defi,dex_aggregator,order_filled
oneinch_gnosis,AggregationRouterV5_call_fillOrderRFQ,defi,dex_aggregator,rfq_order_filled
oneinch_gnosis,AggregationRouterV5_call_fillOrderRFQCompact,defi,dex_aggregator,rfq_order_compact_filled
oneinch_gnosis,AggregationRouterV5_call_fillOrderRFQTo,defi,dex_aggregator,rfq_order_to_filled
oneinch_gnosis,AggregationRouterV5_call_fillOrderRFQToWithPermit,defi,dex_aggregator,rfq_order_to_with_permit_filled
oneinch_gnosis,AggregationRouterV5_call_fillOrderTo,defi,dex_aggregator,order_to_filled
oneinch_gnosis,AggregationRouterV5_call_fillOrderToWithPermit,defi,dex_aggregator,order_to_with_permit_filled
oneinch_gnosis,AggregationRouterV5_call_swap,defi,dex_aggregator,generic_swap_executed
oneinch_gnosis,AggregationRouterV5_call_uniswapV3Swap,defi,dex_aggregator,uniswap_v3_swap_executed
oneinch_gnosis,AggregationRouterV5_call_uniswapV3SwapTo,defi,dex_aggregator,uniswap_v3_swap_to_executed
oneinch_gnosis,AggregationRouterV5_call_uniswapV3SwapToWithPermit,defi,dex_aggregator,uniswap_v3_swap_to_with_permit_executed
oneinch_gnosis,AggregationRouterV5_call_unoswap,defi,dex_aggregator,unoswap_executed
oneinch_gnosis,AggregationRouterV5_call_unoswapTo,defi,dex_aggregator,unoswap_to_executed
oneinch_gnosis,AggregationRouterV5_call_unoswapToWithPermit,defi,dex_aggregator,unoswap_to_with_permit_executed
oneinch_gnosis,AggregationRouterV6_call_clipperSwap,defi,dex_aggregator,clipper_swap_executed
oneinch_gnosis,AggregationRouterV6_call_clipperSwapTo,defi,dex_aggregator,clipper_swap_to_executed
oneinch_gnosis,AggregationRouterV6_call_ethUnoswap,defi,dex_aggregator,eth_unoswap_executed
oneinch_gnosis,AggregationRouterV6_call_ethUnoswap2,defi,dex_aggregator,eth_unoswap2_executed
oneinch_gnosis,AggregationRouterV6_call_ethUnoswap3,defi,dex_aggregator,eth_unoswap3_executed
oneinch_gnosis,AggregationRouterV6_call_ethUnoswapTo,defi,dex_aggregator,eth_unoswap_to_executed
oneinch_gnosis,AggregationRouterV6_call_ethUnoswapTo2,defi,dex_aggregator,eth_unoswap_to2_executed
oneinch_gnosis,AggregationRouterV6_call_ethUnoswapTo3,defi,dex_aggregator,eth_unoswap_to3_executed
oneinch_gnosis,AggregationRouterV6_call_fillContractOrder,defi,dex_aggregator,contract_order_filled
oneinch_gnosis,AggregationRouterV6_call_fillContractOrderArgs,defi,dex_aggregator,contract_order_args_filled
oneinch_gnosis,AggregationRouterV6_call_fillOrder,defi,dex_aggregator,order_filled
oneinch_gnosis,AggregationRouterV6_call_fillOrderArgs,defi,dex_aggregator,order_args_filled
oneinch_gnosis,AggregationRouterV6_call_permitAndCall,defi,dex_aggregator,permit_and_call_executed
oneinch_gnosis,AggregationRouterV6_call_swap,defi,dex_aggregator,generic_swap_executed
